,user,item,rating,timestamp
87183,562,2692,4.0,1368894730
48086,312,1289,5.0,1043177200
94792,599,83796,2.5,1498517872
66511,428,2683,2.0,1111524238
65032,415,1393,3.5,1382470358
39852,274,3994,3.5,1171172393
65307,419,292,4.5,1321659161
92810,599,453,2.0,1519141325
2593,19,1777,3.0,965706438
79520,495,736,3.5,1458636131
79269,491,50872,4.0,1522605385
17359,111,3253,5.0,1516156177
69574,448,7132,5.0,1143894362
12978,83,1223,0.5,1332837822
9293,63,4306,2.5,1443200549
66879,432,2431,4.5,1335139774
95229,600,784,2.5,1237851321
68587,447,165,4.0,836960630
67609,438,185,2.0,1105666240
90789,590,2022,3.5,1267152088
53292,352,3510,3.0,1493673747
55880,369,520,4.0,1237081588
58521,381,54259,3.5,1197247604
16002,104,1253,3.0,1048795314
51925,337,141,3.0,860255716
42104,287,6951,0.5,1110230335
42550,288,2352,3.0,975692503
22994,156,3175,4.5,1106855482
59279,387,353,4.0,1094938506
50058,322,4306,2.0,1217676405
55999,370,253,3.5,1159162914
79665,495,52319,4.5,1458636998
95947,601,109487,5.0,1441639184
6044,42,1499,2.0,996256339
7684,51,4241,0.5,1231041335
41814,284,590,4.0,832695048
14655,91,6820,5.0,1112712545
61978,410,3893,3.0,990728462
89944,584,293,3.0,834987912
66736,430,2321,4.0,963545609
36813,249,33085,2.5,1346755048
31620,219,1220,4.5,1194932334
76885,480,8917,2.5,1179163798
38205,262,273,5.0,840305973
31246,217,2085,3.0,955942619
29602,202,2018,4.0,975015867
11468,68,68791,3.5,1261622515
8391,57,2617,3.0,969753871
46416,305,73017,4.0,1460135862
2534,19,1407,3.0,965704952
53804,354,52973,4.0,1200870751
93421,599,2445,2.0,1519345403
24469,169,3967,5.0,1079310696
80819,509,110102,3.5,1435995405
34487,232,44195,4.0,1167623972
62674,414,1035,5.0,961681635
34647,232,59126,4.5,1269572078
89192,577,2529,5.0,945967015
67827,438,3360,3.5,1105668686
12604,80,7445,4.5,1377308721
28771,199,2671,4.0,1021178968
84709,546,3959,5.0,973588321
87694,565,150,3.0,846533209
91445,593,2291,3.0,1181008449
74275,474,4361,4.0,1047054406
59182,386,153,2.0,842610183
6575,45,1033,4.0,959625102
16236,105,593,4.5,1446571795
78989,489,31658,3.0,1333022550
14883,95,260,5.0,1043340455
40407,274,54736,4.0,1200650962
11557,68,89864,3.5,1332628233
86823,561,3868,4.5,1491092148
11313,68,49274,3.0,1269123009
55838,368,3769,3.0,975829254
72059,464,541,3.5,1287403335
100419,610,73211,4.0,1493849294
15258,99,168,5.0,829828006
18518,118,590,4.0,944923926
22501,153,6711,2.0,1525548491
63957,414,5452,1.0,1024928888
93218,599,1769,2.5,1498517362
28385,198,912,5.0,1034134297
24239,168,858,5.0,1306801724
60522,391,1204,5.0,1030825954
23422,160,1717,1.0,971196550
96434,603,1310,5.0,954481981
73862,474,2670,3.0,1069684735
25821,178,454,4.5,1164355349
14540,91,3836,4.5,1112713063
60778,391,5319,2.0,1032389500
32590,222,2,2.5,1391353926
4606,28,39444,3.5,1242290492
4316,28,1610,4.5,1234515687
9645,64,2193,3.5,1161559604
8255,57,1379,2.0,965797716
86178,560,1288,4.0,1469653916
43266,290,971,5.0,974938908
84985,552,1729,3.5,1111473284
24671,171,648,3.0,866904159
47102,307,2516,1.0,1186087869
76949,480,34162,3.5,1179164108
100281,610,55492,4.0,1493848919
39222,273,592,3.0,835798984
37497,252,134853,5.0,1498283693
93576,599,3081,2.5,1498517947
75106,474,42004,4.0,1148784029
75772,477,4638,3.0,1200941589
70406,448,138546,1.5,1450297616
63247,414,2835,1.0,961516434
46646,306,56152,3.5,1518380281
33001,225,1753,4.0,949111439
68026,438,6264,3.5,1105654712
38678,266,110,5.0,945670079
1251,10,112006,4.0,1455398144
6088,42,1975,2.0,996260407
31121,217,1376,5.0,955935853
80112,503,2571,4.5,1335219074
77755,483,37857,4.5,1178213497
60134,387,8972,3.5,1183354312
81381,514,46578,4.0,1533953822
94245,599,7191,2.0,1519442710
79775,496,4993,4.0,1415520448
55936,369,2716,3.0,1237082866
6844,45,5582,3.0,1034344038
75383,476,314,4.0,835021881
32831,222,103137,1.5,1391347084
84933,552,25,3.0,1112151250
14057,89,177185,4.5,1520409502
22579,153,112556,3.5,1525548828
84458,542,3052,4.5,1163387685
78115,484,4720,2.0,1342294986
96178,603,307,4.0,963179293
29397,202,246,5.0,975015786
89246,579,34,3.0,958880089
90446,588,225,3.0,839316350
14063,89,182299,4.0,1520408882
48652,314,442,2.0,834398583
94006,599,5214,2.0,1519335299
87904,567,51573,3.0,1525286804
64426,414,34332,3.0,1216145680
76018,477,77455,4.5,1296891183
19729,129,2571,4.5,1167375624
60536,391,1233,5.0,1030945391
83910,534,73804,4.0,1459793405
87335,563,1033,3.5,1441846398
54737,361,49278,4.0,1204047717
57889,380,86880,5.0,1493420789
15623,103,1012,4.0,1431970102
99091,608,2797,2.5,1117504422
20352,135,260,4.0,1009693267
96727,603,2723,4.0,953926166
98788,608,592,3.0,1117162346
69588,448,7438,3.5,1083742391
74521,474,5970,3.0,1046887512
62484,414,432,2.0,961439514
19029,122,61240,4.5,1461562161
63612,414,4117,5.0,991144129
8408,57,2762,5.0,965796686
19220,124,4995,4.0,1336584442
100826,610,162350,3.5,1493849971
74251,474,4226,5.0,990751680
13911,89,109596,4.0,1520409083
17064,108,5349,5.0,1042841085
50820,328,4027,5.0,1494211889
27483,186,3534,4.0,1031081360
49850,318,171011,4.5,1533303535
13954,89,128520,2.5,1520408901
82758,525,3033,4.0,1476476631
38134,261,1210,4.5,1404881450
71413,459,3996,5.0,1520233574
8304,57,1722,2.0,969754379
49025,318,541,3.5,1413655710
51151,330,4034,4.0,1285905471
77641,483,5500,5.0,1181494371
10898,68,3552,4.0,1158533565
96323,603,1056,4.0,963179247
76886,480,8937,3.5,1179161863
82676,525,1079,4.5,1476476403
98230,606,7149,4.0,1171405263
13196,84,580,3.0,860398823
12915,82,6287,4.0,1084466395
27390,186,1527,4.0,1031079906
19038,122,69122,4.5,1461561481
58803,382,91660,2.0,1515174811
95637,600,4275,3.0,1237760310
51437,332,1645,3.5,1352672578
62586,414,720,5.0,1019484488
20437,135,1393,3.0,1009693826
81614,517,1097,5.0,1487954369
59747,387,3481,3.5,1094876279
79139,490,1721,3.0,1328229354
11462,68,67618,5.0,1271544213
3040,20,2018,4.0,1054038166
99471,608,32031,4.0,1147528082
75571,477,1387,4.0,1200939979
24631,170,588,3.0,840472759
37956,259,1584,5.0,1146845359
94633,599,54908,2.0,1498509731
58480,381,46578,5.0,1164383405
86673,561,1302,4.0,1491092243
65027,415,1221,5.0,1382469965
15561,102,590,4.0,835875690
12384,77,1196,5.0,1535107474
61569,407,59315,5.0,1424349624
39469,274,1380,2.5,1171491440
11078,68,5782,4.0,1158535561
49888,319,109487,5.0,1461351651
93571,599,3054,2.0,1498510920
54033,356,6934,4.0,1229143345
75279,475,31685,4.5,1498030793
1853,18,1196,4.0,1455209805
91323,592,185,3.0,837349966
2679,19,2133,3.0,965706484
70669,452,858,5.0,1013394673
12460,78,3869,4.0,1252575063
58257,381,2683,3.0,1165975407
9984,66,29,4.5,1099187646
60337,390,1381,3.0,1250274702
19913,131,62336,3.5,1349840540
19013,122,53953,4.0,1461562577
51667,334,356,4.0,1225478059
46188,305,5816,3.0,1518198391
7557,51,2133,3.5,1230930392
96589,603,2076,5.0,953927685
41831,285,1104,5.0,1453074758
95761,600,7451,3.5,1237851453
955,7,5445,4.0,1106636707
40401,274,54259,3.0,1250200371
91148,590,30749,4.0,1267421716
50099,323,158,3.0,1422640453
55086,365,96737,1.5,1489016806
5001,32,849,2.0,856736405
10103,66,1488,3.5,1113190123
98527,607,920,2.0,963078392
27675,187,5244,5.0,1161849548
46892,307,1042,2.5,1186162407
10318,66,8665,5.0,1093747996
100474,610,81591,3.5,1493849078
4358,28,2542,3.0,1234338189
81078,513,5952,3.0,1159980557
94047,599,5530,2.5,1498515133
14299,91,1221,4.0,1112712986
3724,22,8622,0.5,1268727113
71890,462,39183,4.5,1137445178
1860,18,1209,5.0,1455050528
73216,474,491,2.0,1089387285
26225,182,902,5.0,1054783285
92734,599,274,1.0,1498503536
36361,248,135133,3.5,1534592083
79629,495,7438,5.0,1458635650
63807,414,4901,3.0,1018614460
24716,171,1291,5.0,866905738
3860,23,3108,3.5,1107164068
20920,139,4865,1.5,1453924776
62883,414,1673,4.0,961517035
53900,356,1527,5.0,1229143251
18622,119,48774,4.0,1453664029
98683,608,65,2.0,1117415653
57523,380,6794,3.0,1494036344
24861,175,47382,5.0,1234189512
28701,199,1466,3.0,1023654764
9480,64,367,3.5,1161520598
97559,606,1201,4.0,1171237257
80355,508,898,2.0,1268297515
57140,380,2011,4.0,1495475860
32261,221,32,5.0,1111177792
40159,274,8373,3.0,1285027933
1698,17,1193,4.5,1305696771
79194,490,60128,1.0,1328200087
10456,68,500,3.0,1158531950
20658,136,234,3.0,832449683
97486,606,858,4.0,1171234955
86879,561,6365,2.5,1491091242
29982,208,110,4.0,940639310
86760,561,2476,4.0,1491092163
17345,111,2717,2.5,1517441464
23938,166,2353,4.0,1188773619
12963,83,505,0.5,1332839297
7270,50,45517,2.0,1527108190
44135,294,1381,1.0,966597308
45673,302,1198,5.0,854473396
59044,385,540,3.0,834693629
42146,288,256,3.0,985631666
1605,16,1207,4.0,1377476891
859,6,979,3.0,845556808
58488,381,48304,3.0,1167540037
29279,201,185,3.0,941211804
13658,89,4899,2.0,1520408933
47111,307,2606,0.5,1186172385
1126,10,1247,3.0,1455303518
93648,599,3392,1.0,1519240760
11717,70,5669,4.5,1355198821
100001,610,7007,4.5,1479545277
54151,357,318,4.0,1348610455
96085,602,587,4.0,840875757
18467,117,592,3.0,844162743
60039,387,7118,4.0,1122608086
2407,19,661,3.0,965709102
32277,221,446,4.5,1111178224
35913,244,1597,4.0,975092819
72888,469,3619,2.0,965336221
92381,597,1673,5.0,940361350
79435,493,1200,4.0,1001562708
83782,534,27611,4.5,1459787997
65645,422,1250,4.0,995235719
100062,610,8861,2.0,1493845603
42185,288,553,3.0,1014821680
4440,28,4034,3.0,1236313568
47096,307,2500,1.5,1186173783
56574,376,1198,4.0,1364994056
95606,600,3821,1.0,1237762470
10249,66,5418,5.0,1093748020
7582,51,2375,5.0,1230930352
92619,598,113829,5.0,1430616765
55320,367,3398,5.0,997812337
27012,182,6870,3.5,1120879441
78535,489,431,2.5,1333231708
22049,144,2028,3.5,1137323525
58149,381,673,3.0,1168664486
69533,448,6550,2.0,1098963715
28647,199,1097,2.0,1094309545
66724,430,529,5.0,962936094
31710,219,2428,1.0,1194680793
40560,274,79702,3.0,1288866052
81308,514,4007,4.0,1533948901
43027,288,7162,3.0,1093359956
84058,534,114180,2.5,1459788522
38245,263,151,4.0,940384701
79501,495,50,4.0,1458634563
100480,610,82459,4.0,1479544338
54345,357,2968,3.0,1348627008
26267,182,1208,5.0,1054780329
71818,462,6064,4.0,1293374024
75975,477,58559,4.5,1216608858
24641,171,25,5.0,866904159
65547,420,7153,4.5,1218041554
24191,167,6377,3.5,1154721906
89526,580,3186,4.0,1167861757
80867,510,1036,4.0,1141159020
92975,599,1022,3.5,1498797822
45708,303,2640,5.0,1053303264
78254,486,47,3.0,839537220
90945,590,3519,3.5,1258428513
80964,511,41569,3.5,1522154778
51145,330,3948,4.0,1285905563
89659,580,7373,3.5,1167674598
3975,24,45672,3.0,1458944130
81463,514,179819,2.0,1533874318
42105,287,7117,0.5,1110231070
80770,509,91500,3.5,1435994135
68603,447,318,5.0,836960662
44672,298,2232,3.0,1450369401
52119,339,4299,4.5,1460518813
2993,20,594,5.0,1054038083
24755,173,253,3.0,843397944
17900,111,183227,3.5,1517440658
40668,275,1206,3.0,1049078088
24021,166,32587,5.0,1189037833
79598,495,4958,3.0,1458636285
62776,414,1286,3.0,961514310
48337,313,1275,5.0,1030556287
71143,453,5299,4.0,1034602261
60854,393,4878,5.0,1430506161
76864,480,8464,3.0,1179163376
9547,64,1203,5.0,1161565961
74872,474,8153,2.5,1084884338
16638,105,56782,4.5,1446572688
93082,599,1302,3.0,1498523111
21835,141,58559,5.0,1513129850
90951,590,3624,3.0,1258419738
42564,288,2380,1.0,975692910
87295,562,68157,4.0,1368896444
83405,528,91658,4.0,1391736693
22546,153,85885,1.0,1525551278
63292,414,3004,1.0,1023465844
39046,269,724,5.0,850865586
91550,594,597,5.0,1109035699
67168,434,1721,3.0,1270604832
54910,365,508,2.0,1488594826
3483,21,72378,3.5,1468113532
79239,491,1485,5.0,1522962980
53910,356,1732,5.0,1229139389
61267,401,162578,3.5,1514346967
84322,540,37733,3.5,1179108268
35596,240,135,4.0,849123253
18869,122,1197,5.0,1461561484
31872,219,6378,4.0,1194932010
16431,105,5618,4.0,1446571759
77298,483,552,3.5,1327277254
79284,491,91077,4.0,1522963016
37470,252,1,4.5,1498284904
99844,610,4720,4.0,1493844988
64402,414,33004,3.5,1128976607
79644,495,33166,3.0,1458635388
93206,599,1721,3.0,1498524231
27603,187,1265,4.5,1161864081
38782,266,2000,3.0,945670386
34120,232,4991,3.0,1182909685
49105,318,1483,4.0,1267472692
37642,254,8645,4.0,1180563983
97512,606,933,5.0,1171326556
31336,217,2476,3.0,956195125
78349,487,81845,4.0,1428574557
82160,520,61240,2.0,1326611497
48886,317,6870,4.0,1430366010
79632,495,8361,2.5,1458636245
82805,525,4370,2.5,1476479396
97026,603,4773,4.0,1002403314
28543,198,4235,4.0,1039796930
95789,600,25947,5.0,1237858027
37982,260,188,4.0,1109408671
68664,448,21,2.0,1019124231
39134,271,5508,4.0,1234302210
26510,182,2671,3.5,1055154962
67480,437,95,1.0,859720977
55032,365,67734,2.5,1488333216
68341,443,318,5.0,1501722458
51178,330,7387,5.0,1288837306
98866,608,1213,4.5,1189471142
70837,452,4855,5.0,1019580705
44990,298,8814,0.5,1479065223
21062,139,87232,3.5,1453924615
100185,610,44597,4.0,1479545049
71048,453,3255,4.0,1005966959
14403,91,2115,3.5,1112712160
70192,448,107348,4.0,1387638835
15936,103,134853,3.5,1440773774
47961,310,2657,2.0,1078649437
80039,502,318,5.0,1111757439
41042,277,1167,3.0,861813370
85497,555,1517,5.0,978746378
10118,66,1784,5.0,1093143924
26921,182,5632,4.0,1054780363
88578,572,1225,5.0,945889414
83694,534,2993,3.5,1465036809
44651,298,1921,4.0,1447584820
65985,425,1221,3.5,1085477639
45522,300,92259,4.0,1425351835
75341,475,116823,4.0,1498031088
8728,59,5060,4.0,953609923
69207,448,3527,1.0,1189358111
32800,222,88405,2.5,1391349066
97718,606,2156,4.0,1171500790
46686,306,106696,4.0,1518380586
15993,104,1022,4.0,1048590907
97160,605,588,3.5,1277096156
93392,599,2381,1.0,1498503481
93732,599,3793,3.5,1498500859
82083,520,3039,5.0,1326608402
86716,561,2000,3.5,1491090997
92363,597,1552,4.0,941729483
19382,125,65642,4.5,1474375988
71466,460,4886,4.0,1359177582
74428,474,5349,4.5,1100291637
74479,474,5632,4.0,1181348231
64074,414,6093,4.5,1053624329
4514,28,6934,3.5,1234516339
72717,469,2117,4.0,965335721
13606,89,2395,2.0,1520408323
87088,562,50,4.0,1368894758
70892,453,708,4.0,1005967049
97132,604,593,5.0,832080562
72905,469,3767,2.0,965335164
48412,313,2080,1.0,1030558326
65161,417,2959,5.0,1529283501
29216,200,38061,5.0,1229887534
52870,346,8973,4.0,1125857372
81744,517,4014,3.5,1487957234
25035,177,1097,3.0,1435890498
95342,600,1551,1.5,1237762937
51676,334,597,3.5,1234629934
44632,298,1526,2.0,1466278019
40330,274,45499,3.5,1173041146
21662,140,36529,3.0,1172256009
61384,404,318,4.0,838375745
40958,275,5621,1.0,1049078498
1547,15,109487,4.0,1510571878
52450,341,114662,4.5,1487285140
31014,217,737,1.0,955941551
58178,381,1258,4.0,1166891088
93808,599,4105,3.0,1498523489
9013,62,81834,4.5,1521490317
38867,267,1302,3.0,959806612
77895,483,94777,3.0,1415577592
78832,489,3825,1.5,1333233752
88651,572,2570,4.0,946481317
71115,453,4193,4.0,1005965746
40862,275,3730,5.0,1049078032
20767,137,1093,4.0,1204859071
43722,292,4901,4.0,1293563045
51771,334,44195,3.5,1225480458
87225,562,4621,4.5,1368896195
25486,177,31433,2.5,1435837851
94702,599,67734,3.0,1498521535
46387,305,68205,4.0,1518731003
13035,83,7153,4.5,1332840094
20367,135,420,3.0,1009692393
59935,387,5618,4.5,1128876313
64855,414,93840,4.5,1356136045
90910,590,3146,1.0,1258417167
63238,414,2803,2.0,961682185
4862,30,59315,5.0,1500370444
15190,98,46578,5.0,1532458168
39131,271,3897,3.5,1234302630
5549,39,3362,5.0,974788339
30791,216,1966,2.0,975212804
95075,599,170297,2.0,1519333963
75809,477,5481,3.5,1200941907
66309,427,4993,4.0,1053071048
34013,232,2571,4.5,1141776628
96609,603,2167,4.0,953925677
27072,183,457,5.0,992331540
44865,298,5524,0.5,1447599544
19081,122,96737,5.0,1461562301
93597,599,3190,2.0,1498510303
47436,307,6863,2.5,1186163170
98693,608,145,3.5,1117415368
82028,520,1301,4.0,1326611215
43647,292,3113,4.0,1015374801
71604,462,1094,2.0,1123893545
83127,526,2028,3.0,1502131903
90651,590,1089,4.0,1258416629
76042,478,33669,1.5,1121467504
78602,489,953,4.0,1333023344
24743,172,2890,3.5,1238715927
95138,600,223,2.5,1237715120
82932,525,41566,3.5,1476479543
81978,519,104211,5.0,1518479335
3269,21,1391,0.5,1468113524
95270,600,1084,3.5,1237859157
90665,590,1200,4.5,1258420736
11192,68,8907,2.5,1269123410
15773,103,5010,4.0,1431957891
43718,292,4830,4.0,1265679738
91905,596,4878,5.0,1535708338
52244,339,61024,2.5,1460182566
52829,346,5878,4.5,1094651062
72124,464,5349,4.0,1287400268
80241,504,6620,3.0,1064450344
17180,109,543,3.0,841109119
84051,534,112580,4.0,1459787998
82219,522,356,3.5,1253344654
61929,410,2245,2.0,990728405
4186,27,3654,4.0,962686529
86986,561,70286,3.5,1491091203
79619,495,6870,4.5,1458635382
69623,448,8781,3.5,1103897760
70528,449,1222,3.0,1053200179
80118,503,3072,3.0,1335214342
72804,469,2791,3.0,965336980
99110,608,2987,3.0,1117490688
8354,57,2268,4.0,972172502
16737,105,88125,4.0,1446749923
39499,274,1584,2.5,1171934814
19719,129,1907,4.5,1167378161
31305,217,2382,3.0,955945639
70037,448,94494,2.5,1397303036
22466,153,2080,2.0,1525552210
68317,442,362,2.5,1331560498
78987,489,30793,2.5,1334170640
59518,387,1748,4.5,1094877013
30070,210,5816,4.5,1527266264
78747,489,2455,3.5,1332774778
81266,514,2918,4.0,1533953630
51525,332,4995,4.0,1352671998
7535,51,1792,0.5,1230930437
14601,91,5060,2.0,1112713641
17008,108,469,4.0,1042838912
8049,57,104,2.0,972174279
16171,104,48780,4.5,1294573596
24877,176,318,5.0,840108793
17422,111,4974,1.0,1516141433
32052,220,1,5.0,1230055565
11861,73,33836,3.0,1464198003
7956,54,586,2.0,839921452
43411,290,2937,4.0,974938193
59661,387,2795,3.5,1117356598
21507,140,4995,5.0,1012506009
96971,603,4029,3.0,980732199
85474,555,1375,3.0,978822506
48232,312,5872,2.0,1043177906
67051,432,85885,4.5,1315245828
79538,495,1517,5.0,1458636010
90596,590,673,3.0,1258422347
75472,477,500,3.5,1200939738
24493,169,4886,5.0,1059427905
3671,22,1223,4.0,1268330594
64320,414,8640,2.0,1089819349
80232,504,5955,4.0,1072066285
69798,448,67361,2.0,1317148553
20949,139,5957,1.5,1453925221
83867,534,61289,4.5,1459787998
100500,610,86295,3.0,1493849282
24709,171,1220,5.0,866905820
27689,187,6283,3.5,1161849854
74610,474,6422,4.0,1062387935
26349,182,1584,0.5,1054779865
67542,437,780,3.0,859720977
91108,590,7132,4.5,1258417464
48811,317,356,5.0,1430364891
47155,307,3081,4.0,1186162008
59893,387,4989,1.5,1177225552
34507,232,45666,2.0,1218170842
38335,263,2324,5.0,1120071512
22036,144,1291,4.0,1137323708
70934,453,1573,5.0,1005967944
35960,245,2599,3.0,951183191
57644,380,32029,3.0,1494696357
71849,462,7767,4.5,1130433382
30999,217,592,2.0,955936019
29197,200,27685,2.0,1229878742
16734,105,86504,4.0,1446571951
100445,610,78088,3.5,1493849229
15195,98,53993,4.0,1532457625
15134,97,3793,5.0,1043382744
36173,247,1,5.0,1467644119
44935,298,6867,2.5,1447518354
82436,523,6539,4.5,1507987910
14195,91,410,3.0,1112711203
81001,512,32,5.0,841449445
72056,464,380,3.0,1287399204
23754,163,1726,2.0,894217548
82304,522,5010,3.5,1371443542
3420,21,33679,4.0,1468113421
60112,387,8501,3.0,1154424076
48150,312,2640,4.0,1043176663
63142,414,2456,2.0,961515476
87791,567,1,3.5,1525286001
927,7,3114,4.5,1106635500
75377,476,261,5.0,835021800
86237,560,3301,3.0,1469649214
72616,469,1278,4.0,965336888
7221,50,6539,3.0,1514238028
14331,91,1358,3.0,1112713637
84513,542,33679,4.0,1163387716
19082,122,97306,4.0,1461562618
69181,448,3286,2.0,1038486297
26971,182,6217,4.5,1054781520
31451,217,3307,2.0,955943259
98661,607,4022,4.0,997847173
